Id,MSSubClass,LotArea,Single Family,Duplex,Floors,Quality,Condition,YearBuilt,YearRemodAdd,BsmtFi0SFY,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,Kitchen,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,PoolArea,MoSold,YearSold,SalePrice
841,70,12155,1,0,2,6,8,1925,1950,156,672,0,810,672,1482,2,0,4,1,7,0,1,0,0,0,3,2008,140000
842,70,10440,1,0,2,5,8,1904,2002,0,650,1,958,581,1539,2,0,3,1,8,1,2,70,78,0,6,2008,157500
843,80,9020,1,0,1,6,7,1966,1966,312,1127,1,1165,0,1165,1,1,3,1,6,0,2,0,129,0,5,2008,174900
844,90,8000,0,0,1,5,4,1961,1961,0,1800,0,1800,0,1800,2,0,6,2,10,0,0,0,0,0,7,2007,141000
845,50,12665,1,1,1.5,5,8,1915,1950,0,876,1,876,540,1416,1,1,4,1,7,1,3,418,0,0,6,2008,153900
846,85,16647,1,0,1,5,5,1975,1981,1390,1390,1,1701,0,1701,2,0,3,1,6,2,2,0,0,0,1,2007,171000
847,60,9317,1,0,2,7,5,1993,1993,513,740,1,1006,769,1775,2,1,3,1,7,1,2,234,72,0,7,2009,213000
848,20,15523,1,0,1,5,6,1972,1972,460,864,1,864,0,864,1,0,3,1,5,1,1,0,0,0,8,2009,133500
849,50,45600,1,0,1.5,6,8,1908,1997,0,907,1,1307,1051,2358,3,0,5,1,10,1,2,486,40,0,9,2008,240000
850,80,9600,1,0,1,6,7,1976,1994,0,528,1,1094,761,1855,2,1,3,1,7,1,2,113,100,0,8,2007,187000
851,120,4435,0,0,1,6,5,2003,2003,659,848,1,848,0,848,1,0,1,1,3,0,2,140,0,0,11,2007,131500
852,120,3196,0,1,1,8,5,2003,2003,0,1273,1,1456,0,1456,2,0,2,1,7,1,2,143,20,0,5,2006,215000
853,75,7128,1,1,2,7,5,1941,1950,364,918,1,918,728,1646,2,0,4,1,7,2,1,0,0,0,8,2007,164000
854,80,12095,1,0,1,6,6,1964,1964,564,1127,1,1445,0,1445,1,1,3,1,7,1,2,180,0,0,8,2009,158000
855,20,17920,1,0,1,5,4,1955,1974,306,1763,1,1779,0,1779,1,1,3,1,6,1,2,0,418,0,7,2006,170000
856,20,6897,1,0,1,5,8,1962,2010,659,1040,1,1040,0,1040,1,1,3,1,6,0,1,0,104,0,4,2010,127000
857,80,10970,1,0,1,6,6,1978,1978,505,940,1,1026,0,1026,1,0,3,1,5,0,2,0,0,0,10,2008,147000
858,60,8125,1,0,2,6,5,1994,1995,0,702,1,702,779,1481,2,1,3,1,6,1,2,0,36,0,3,2009,174000
859,20,10400,1,0,1,7,5,1976,1976,0,1090,1,1370,0,1370,2,0,3,1,6,1,2,0,0,0,6,2009,152000
860,60,11029,1,0,2,6,7,1968,1984,619,1054,1,1512,1142,2654,2,1,4,1,9,1,2,0,65,0,8,2006,250000
861,50,7642,1,0,1.5,7,8,1918,1998,0,912,1,912,514,1426,1,1,3,1,7,1,1,0,240,0,6,2007,189950
862,190,11625,0,0,1,5,4,1965,1965,841,1039,1,1039,0,1039,1,1,3,1,6,0,2,0,0,0,4,2010,131500
863,20,9672,1,0,1,6,5,1984,1985,338,1040,1,1097,0,1097,2,0,3,1,6,0,2,0,0,0,5,2010,152000
864,20,7931,1,0,1,5,5,1959,1959,1148,1148,1,1148,0,1148,1,0,3,1,6,0,1,0,0,0,7,2009,132500
865,20,8640,1,0,1,7,5,2007,2008,0,1372,1,1372,0,1372,2,0,3,1,6,0,2,0,140,0,5,2008,250580
866,20,8750,1,0,1,5,6,1970,1970,828,1002,1,1002,0,1002,1,0,3,1,5,0,2,0,0,0,8,2009,148500
867,20,10656,1,0,1,8,5,2006,2007,0,1638,1,1646,0,1646,2,0,3,1,6,1,3,192,80,0,11,2007,248900
868,20,6970,1,0,1,4,5,1961,1961,932,1040,1,1120,0,1120,1,1,3,1,5,0,2,168,0,0,5,2007,129000
869,60,14762,1,0,2,5,6,1948,1950,0,0,1,1547,720,2320,2,0,2,1,7,1,2,120,144,0,5,2006,169000
870,60,9938,1,0,2,7,5,1993,1994,750,1050,1,1062,887,1949,2,1,3,1,8,1,2,156,90,0,6,2010,236000
871,20,6600,1,0,1,5,5,1962,1962,0,894,0,894,0,894,1,0,2,1,5,0,1,0,0,0,8,2009,109500
872,60,8750,1,0,2,6,5,1998,1998,505,804,1,804,878,1682,2,1,3,1,7,0,2,0,77,0,6,2010,200500
873,20,8892,1,0,1,5,7,1953,1996,0,105,1,910,0,910,1,0,3,1,5,0,2,196,0,0,10,2008,116000
874,40,12144,1,0,1,5,7,1949,1950,375,832,1,1036,0,1268,1,0,3,1,6,1,1,0,28,0,9,2009,133000
875,50,5720,1,0,1.5,5,6,1941,1950,0,676,1,676,455,1131,1,1,3,1,5,0,1,26,0,0,8,2009,66500
876,60,9000,1,0,2,8,5,2007,2007,64,1184,1,1184,1426,2610,2,1,4,1,11,1,2,208,364,0,8,2007,303477
877,20,25286,1,0,1,4,5,1963,1963,633,1064,1,1040,0,1040,1,0,3,1,5,0,2,0,0,0,1,2007,132250
878,60,8834,1,0,2,9,5,2004,2005,1170,1462,1,1462,762,2224,2,1,4,1,10,1,3,184,0,0,6,2009,350000
879,85,11782,1,0,1,5,7,1961,1995,899,1109,1,1155,0,1155,1,0,3,1,6,0,2,192,0,0,6,2010,148000
880,20,7000,1,0,1,5,8,1978,2005,646,864,1,864,0,864,1,0,3,1,6,0,1,0,0,0,7,2009,136500
881,20,7024,1,0,1,5,5,2005,2006,980,1090,1,1090,0,1090,1,1,2,1,5,0,2,0,49,0,6,2007,157000
882,50,13758,1,0,1.5,7,5,1990,1991,902,1156,1,1187,530,1717,2,1,3,1,7,1,2,168,36,0,4,2007,187500
883,60,9636,1,0,2,6,5,1992,1993,0,808,1,808,785,1593,2,1,3,1,7,1,2,342,40,0,12,2009,178000
884,75,6204,1,0,2,4,5,1912,1950,0,795,0,954,795,2230,1,0,5,1,10,0,1,0,188,0,3,2006,118500
885,20,7150,1,0,1,5,5,1967,1967,432,892,1,892,0,892,1,0,3,1,5,0,1,0,0,0,7,2009,100000
886,120,5119,0,0,1,9,5,1999,2000,1238,1698,1,1709,0,1709,2,0,2,1,5,1,2,97,65,0,1,2008,328900
887,90,8393,0,1,1,5,5,1959,2005,528,1626,1,1712,0,1712,2,0,4,2,8,0,2,272,54,0,6,2006,145000
888,50,16466,1,1,1.5,5,7,1955,1955,0,816,1,872,521,1393,1,1,3,1,8,0,1,121,0,0,4,2008,135500
889,20,15865,1,0,1,8,6,1970,1970,351,2217,1,2217,0,2217,2,0,4,1,8,1,2,81,207,0,10,2007,268000
890,20,12160,1,0,1,6,4,1953,1953,1024,1505,1,1505,0,1505,1,0,2,1,6,1,2,0,0,0,2,2009,149500
891,50,8064,1,0,1.5,5,7,1949,2006,0,672,1,672,252,924,1,0,3,1,6,1,2,0,0,0,7,2007,122900
892,60,11184,1,0,2,6,5,1978,1978,226,918,1,918,765,1683,2,1,3,1,7,1,2,243,0,0,7,2009,172500
893,20,8414,1,0,1,6,8,1963,2003,663,1059,1,1068,0,1068,1,0,3,1,6,0,1,192,0,0,2,2006,154500
894,20,13284,1,0,1,5,5,1954,1954,1064,1383,1,1383,0,1383,1,0,3,1,6,1,1,511,116,0,6,2008,165000
895,90,7018,0,0,1,5,5,1979,1979,0,0,1,1535,0,1535,2,0,4,2,8,0,2,0,0,0,6,2009,118858
896,60,7056,1,1,2,6,5,1963,1963,400,780,1,983,813,1796,1,1,4,1,8,1,2,0,50,0,10,2008,140000
897,30,8765,1,0,1,4,6,1936,1950,285,951,0,951,0,951,1,0,2,1,6,0,1,0,28,0,4,2006,106500
898,90,7018,0,0,2,5,5,1979,1979,0,0,1,1120,1120,2240,2,0,6,2,12,0,2,154,0,0,6,2009,142953
899,20,12919,1,1,1,9,5,2009,2010,2188,2330,1,2364,0,2364,2,1,2,1,11,2,3,0,67,0,3,2010,611657
900,20,6993,1,0,1,5,7,1961,1994,465,912,1,1236,0,1236,1,0,3,1,6,1,1,0,0,0,6,2006,135000
901,20,7340,1,0,1,4,6,1971,1971,322,858,1,858,0,858,1,0,2,1,4,0,1,0,0,0,6,2007,110000
902,20,8712,1,0,1,5,7,1957,2000,860,992,1,1306,0,1306,1,0,2,1,5,0,1,0,0,0,5,2009,153000
903,60,7875,1,0,2,7,5,2003,2003,0,783,1,807,702,1509,2,1,3,1,8,1,2,0,75,0,7,2006,180000
904,20,14859,1,0,1,7,5,2006,2006,0,1670,1,1670,0,1670,2,0,3,1,7,1,3,144,60,0,8,2006,240000
905,20,6173,1,0,1,5,6,1967,1967,599,876,1,902,0,902,1,0,3,1,6,0,1,0,0,0,8,2007,125500
906,20,9920,1,0,1,5,5,1954,1954,354,1056,1,1063,0,1063,1,0,3,1,6,0,1,0,0,0,2,2010,128000
907,20,13501,1,0,1,8,5,2006,2006,63,1623,1,1636,0,1636,2,0,3,1,8,1,3,0,60,0,6,2007,255000
908,50,11500,1,0,1.5,7,7,1936,1987,223,1017,1,1020,1037,2057,1,1,3,1,6,1,1,0,0,0,6,2006,250000
909,20,8885,1,0,1,5,5,1983,1983,301,864,1,902,0,902,1,0,2,1,5,0,2,164,0,0,6,2006,131000
910,60,12589,1,0,2,6,5,2005,2005,0,742,1,742,742,1484,2,1,3,1,8,1,2,36,24,0,6,2009,174000
911,90,11600,0,0,2,5,5,1960,1960,443,1105,1,1105,1169,2274,2,0,5,2,12,0,2,0,0,0,1,2010,154300
912,20,9286,1,1,1,5,7,1977,1989,196,1268,1,1268,0,1268,1,1,3,1,5,0,1,173,0,0,10,2009,143500
913,30,6120,1,0,1,5,7,1925,1950,489,768,0,1015,0,1015,1,0,3,1,6,0,1,0,0,0,7,2006,88000
914,90,6270,0,0,2,5,6,1949,1950,284,1001,0,1001,1001,2002,2,0,4,2,8,0,3,0,0,0,8,2007,145000
915,160,3000,0,1,2,6,5,2009,2009,294,612,1,612,612,1224,2,1,2,1,4,0,2,0,234,0,6,2009,173733
916,160,2001,0,1,2,4,5,1970,1970,0,546,1,546,546,1092,1,1,3,1,6,0,1,0,0,0,1,2007,75000
917,20,9000,1,1,1,2,3,1949,1950,50,480,0,480,0,480,0,0,1,1,4,0,1,0,0,0,10,2006,35311
918,20,17140,1,0,1,4,6,1956,1956,1059,1134,1,1229,0,1229,1,0,3,1,6,0,1,0,0,0,4,2009,135000
919,60,13125,1,0,2,7,5,1991,1991,48,1104,1,912,1215,2127,2,1,4,1,8,1,3,72,192,0,11,2007,238000
920,20,11029,1,0,1,6,8,1958,2002,528,1184,1,1414,0,1414,1,0,3,1,6,1,2,0,51,0,5,2008,176500
921,60,8462,1,0,2,6,5,1994,1994,814,928,1,936,785,1721,2,1,3,1,7,0,2,300,87,0,7,2007,201000
922,90,8777,0,0,1.5,5,7,1900,2003,1084,1272,1,1272,928,2200,2,2,4,2,9,0,0,0,70,0,9,2008,145900
923,20,10237,1,1,1,6,5,2005,2006,28,1316,1,1316,0,1316,2,0,3,1,6,1,2,100,0,0,10,2006,169990
924,120,8012,0,0,1,6,5,1993,1994,165,1604,1,1617,0,1617,2,0,2,1,5,1,2,0,69,0,7,2008,193000
925,20,10240,1,1,1,6,6,1980,1980,625,1686,1,1686,0,1686,2,0,3,1,7,1,2,384,131,0,5,2006,207500
926,20,15611,1,0,1,5,6,1977,1977,767,1126,1,1126,0,1126,2,0,3,1,6,0,2,180,0,0,3,2008,175000
927,60,11999,1,0,2,8,5,2003,2004,0,1181,1,1234,1140,2374,2,1,4,1,10,1,3,104,100,0,5,2007,285000
928,60,9900,1,0,2,7,5,1968,1968,552,832,1,1098,880,1978,2,1,4,1,9,1,2,0,43,0,4,2008,176000
929,20,11838,1,0,1,8,5,2001,2001,0,1753,1,1788,0,1788,2,0,3,1,7,1,2,202,151,0,6,2009,236500
930,60,13006,1,0,2,7,5,1997,1997,0,964,1,993,1243,2236,2,1,4,1,8,1,2,0,0,0,11,2006,222000
931,20,8925,1,0,1,8,5,2007,2007,16,1466,1,1466,0,1466,2,0,3,1,7,0,3,100,18,0,7,2009,201000
932,20,9100,1,0,1,5,6,1965,1965,338,925,1,925,0,925,1,0,2,1,5,0,1,0,0,0,7,2009,117500
933,20,11670,1,0,1,9,5,2006,2006,0,1905,1,1905,0,1905,2,0,3,1,8,1,3,0,191,0,3,2007,320000
934,20,8487,1,0,1,7,5,2004,2004,20,1500,1,1500,0,1500,2,0,3,1,6,0,2,192,36,0,8,2009,190000
935,20,27650,1,0,1,7,7,1960,2007,425,585,1,2069,0,2069,2,0,4,1,9,1,2,0,0,0,11,2008,242000
936,30,5825,1,0,1,4,5,1926,1953,0,600,1,747,0,747,1,0,1,1,5,0,2,0,0,0,6,2006,79900
937,20,10083,1,0,1,7,5,2003,2003,833,1176,1,1200,0,1200,2,0,2,1,5,0,2,0,41,0,8,2009,184900
938,60,9675,1,0,2,7,5,2005,2005,341,1113,1,1113,858,1971,2,1,3,1,8,1,2,0,48,0,2,2009,253000
939,60,8760,1,0,2,7,5,2006,2006,464,1391,1,1391,571,1962,2,1,3,1,7,0,3,0,90,0,8,2006,239799
940,70,24090,1,0,2,7,7,1940,1950,0,1032,1,1207,1196,2403,2,0,4,1,10,2,1,56,0,0,6,2010,244400
941,90,12640,0,0,1,6,5,1976,1976,936,1728,1,1728,0,1728,2,0,4,2,8,0,2,40,0,0,7,2006,150900
942,60,8755,1,1,2,7,5,1999,1999,772,992,1,1022,1038,2060,2,1,3,1,8,1,2,0,0,0,6,2009,214000
943,90,7711,0,0,1,4,3,1977,1977,1440,1440,1,1440,0,1440,2,0,4,2,8,0,0,321,0,0,8,2007,150000
944,90,25000,0,1,1,5,4,1967,1967,0,1632,1,1632,0,1632,2,0,4,2,8,0,2,0,0,0,6,2007,143000
945,20,14375,1,1,1,6,6,1958,1958,111,819,1,1344,0,1344,1,0,3,1,7,1,2,0,118,0,1,2009,137500
946,50,8820,1,0,1.5,5,6,1890,1996,1088,1088,1,1188,561,1869,1,0,2,1,7,0,2,48,0,0,9,2009,124900
947,80,8163,1,0,1,5,6,1959,1959,748,1144,1,1144,0,1144,1,0,3,1,6,1,1,86,0,0,3,2006,143000
948,20,14536,1,0,1,8,5,2002,2003,1300,1616,1,1629,0,1629,2,0,3,1,9,1,3,0,252,0,11,2007,270000
949,60,14006,1,0,2,7,5,2002,2002,0,936,1,936,840,1776,2,1,3,1,7,1,2,144,96,0,2,2006,192500
950,20,9360,1,0,1,6,7,1972,2006,982,1161,1,1381,0,1381,1,1,3,1,5,1,2,0,0,0,3,2010,197500
951,20,7200,1,0,1,5,8,1950,2002,398,864,1,864,0,864,1,0,3,1,5,0,2,194,0,0,7,2007,129000
952,20,7800,1,0,1,5,5,1965,1965,641,828,1,965,0,965,1,0,3,1,6,0,1,421,0,0,7,2006,119900
953,85,7200,1,0,1,5,8,1972,2003,660,768,1,768,0,768,1,0,2,1,5,0,1,192,0,0,4,2009,133900
954,60,11075,1,0,2,5,4,1969,1969,562,784,1,1168,800,1968,2,1,4,1,7,1,2,305,189,0,9,2008,172000
955,90,9400,0,0,1,6,5,1975,1975,945,945,1,980,0,980,2,0,4,0,4,0,0,0,0,0,10,2006,127500
956,90,7136,0,1,2,6,6,1946,1950,484,979,0,979,979,1958,2,0,4,2,8,0,2,0,0,0,8,2007,145000
957,160,1300,0,1,2,6,6,1980,1980,285,561,1,561,668,1229,1,1,2,1,5,1,2,150,0,0,5,2009,124000
958,20,7420,1,1,1,5,5,1962,1962,417,1057,1,1057,0,1057,1,0,3,1,6,0,2,0,0,0,4,2007,132000
959,20,8450,1,0,1,7,5,2003,2003,699,1337,1,1337,0,1337,2,0,3,1,6,0,2,0,39,0,10,2007,185000
960,160,2572,0,0,2,7,5,1999,1999,604,696,1,696,720,1416,2,1,3,1,6,0,2,0,44,0,5,2010,155000
961,20,7207,1,1,1,5,7,1958,2008,696,858,1,858,0,858,1,0,2,1,4,0,0,117,0,0,2,2010,116500
962,60,12227,1,0,2,6,7,1977,1995,896,1330,1,1542,1330,2872,2,1,4,1,11,1,2,550,282,0,7,2008,272000
963,160,2308,0,0,2,6,6,1976,1976,556,804,1,804,744,1548,2,1,3,1,7,1,2,48,0,0,7,2007,155000
964,20,11923,1,1,1,9,5,2007,2007,0,1800,1,1800,0,1800,2,0,2,1,7,0,2,288,136,0,5,2009,239000
965,60,11316,1,0,2,7,5,2002,2003,624,817,1,824,1070,1894,2,1,4,1,8,1,2,0,40,0,2,2010,214900
966,60,10237,1,0,2,6,5,2005,2007,0,783,1,783,701,1484,2,1,3,1,8,1,2,0,72,0,7,2007,178900
967,50,9600,1,0,1.5,5,7,1940,1950,428,728,1,976,332,1308,1,1,2,1,7,2,1,0,70,0,6,2009,160000
968,20,7390,1,0,1,5,7,1955,1955,902,1098,1,1098,0,1098,1,0,3,1,6,0,1,0,0,0,7,2008,135000
969,50,5925,1,0,1.5,3,6,1910,1950,0,600,0,600,368,968,1,0,2,1,6,0,0,0,0,0,5,2009,37900
970,190,10382,0,0,1,6,5,1958,1958,513,588,1,1095,0,1095,1,0,2,1,6,0,1,0,0,0,3,2006,140000
971,50,10800,1,0,1.5,4,4,1949,1950,0,720,0,720,472,1192,1,1,4,1,6,0,0,0,0,0,12,2006,135000
972,160,2268,0,0,2,7,5,2003,2004,567,764,1,764,862,1626,2,0,2,1,6,0,2,0,27,0,7,2009,173000
973,120,7892,0,1,1,6,5,1979,1979,0,918,1,918,0,918,2,0,2,1,5,1,1,28,0,0,4,2010,99500
974,20,11639,1,1,1,7,5,2007,2008,0,1428,1,1428,0,1428,2,0,3,1,6,0,2,0,120,0,12,2008,182000
975,70,11414,1,0,2,7,8,1910,1993,0,728,0,1136,883,2019,1,0,3,1,8,0,2,509,135,0,10,2009,167500
976,160,2651,0,0,2,7,5,2000,2000,641,673,1,673,709,1382,2,1,3,1,6,0,2,153,50,0,4,2006,165000
977,30,5900,1,1,1,4,7,1923,1958,0,440,1,869,0,869,1,0,2,1,4,0,0,0,0,0,8,2006,85500
978,120,4274,0,0,1,7,5,2006,2007,1106,1241,1,1241,0,1241,1,1,1,1,4,0,2,0,116,0,11,2007,199900
979,20,9450,1,1,1,4,5,1954,1954,552,894,1,894,0,894,1,0,3,1,5,0,2,0,0,0,5,2007,110000
980,20,8816,1,0,1,5,6,1963,1963,651,1121,1,1121,0,1121,1,0,3,1,5,0,2,0,80,0,6,2009,139000
981,85,12122,1,0,1,7,9,1961,2007,867,944,1,999,0,999,1,0,3,1,6,0,2,144,76,0,7,2008,178400
982,60,12203,1,0,2,8,5,1998,1999,854,1225,1,1276,1336,2612,2,1,4,1,8,1,3,250,0,0,7,2009,336000
983,20,3182,1,0,1,7,5,2007,2007,0,1266,1,1266,0,1266,2,0,2,1,6,1,2,100,16,0,3,2008,159895
984,60,11250,1,0,2,8,5,2002,2002,0,1128,1,1149,1141,2290,2,1,4,1,9,1,2,0,0,0,5,2008,255900
985,90,10125,0,0,1.5,5,5,1977,1977,0,0,1,1302,432,1734,2,0,4,2,8,0,2,0,0,0,8,2009,126000
986,190,10880,0,1,1,5,5,1950,1950,1040,1164,0,1164,0,1164,1,0,3,1,5,0,1,0,48,0,8,2008,125000
987,50,5310,1,0,1.5,6,8,1910,2003,0,485,1,1001,634,1635,1,0,2,1,5,0,1,394,0,0,6,2006,117000
988,20,10159,1,0,1,9,5,2009,2010,1646,1930,1,1940,0,1940,2,1,3,1,8,1,3,168,95,0,4,2010,395192
989,60,12046,1,0,2,6,6,1976,1976,156,848,1,1118,912,2030,2,1,4,1,8,1,2,0,224,0,6,2007,195000
990,60,8125,1,0,2,7,5,2006,2006,0,770,1,778,798,1576,2,1,3,1,6,0,2,0,50,0,8,2006,197000
991,60,9452,1,0,2,8,5,1997,1998,1074,1396,1,1407,985,2392,2,1,3,1,7,1,3,0,70,0,6,2006,348000
992,70,17671,1,0,2,8,9,1882,1986,216,916,1,916,826,1742,1,1,4,1,8,1,2,0,169,0,11,2009,168000
993,60,9760,1,0,2,6,8,1964,1993,536,822,1,1020,831,1851,2,1,3,1,7,1,2,239,42,0,7,2007,187000
994,60,8846,1,0,2,6,5,2005,2006,0,750,1,750,750,1500,2,1,3,1,6,0,2,0,35,0,8,2006,173900
995,20,12456,1,0,1,10,5,2006,2007,1172,1700,1,1718,0,1718,2,0,3,1,7,1,3,216,48,0,7,2009,337500
996,50,4712,1,0,1.5,4,7,1946,1950,384,747,1,774,456,1230,1,1,3,1,5,0,1,0,57,0,8,2006,121600
997,20,10659,1,0,1,5,6,1961,1961,915,1050,1,1050,0,1050,1,0,3,1,6,0,1,0,319,0,1,2006,136500
998,20,11717,1,0,1,6,6,1970,1970,0,1442,1,1442,0,1442,2,0,2,1,6,1,2,371,0,0,2,2009,185000
999,30,9786,1,0,1,3,4,1922,1950,0,1007,0,1077,0,1077,1,0,3,1,6,1,1,0,100,0,5,2006,91000
1000,20,6762,1,0,1,7,5,2006,2006,686,1187,1,1208,0,1208,2,0,2,1,6,0,2,105,61,0,2,2010,206000
1001,20,10206,1,0,1,3,3,1952,1952,0,0,0,944,0,944,1,0,2,1,4,0,2,0,0,0,7,2009,82000
1002,30,5400,1,0,1,5,6,1920,1950,0,691,1,691,0,691,1,0,2,1,4,0,1,0,20,0,1,2007,86000
1003,20,11957,1,0,1,8,5,2006,2006,24,1574,1,1574,0,1574,2,0,3,1,7,1,3,144,104,0,7,2008,232000
1004,90,11500,0,0,1,5,6,1976,1976,0,1680,1,1680,0,1680,2,0,4,2,8,0,2,0,0,0,6,2007,136905
1005,120,3182,0,1,1,7,5,2005,2006,16,1346,1,1504,0,1504,2,0,1,1,7,1,2,156,0,0,5,2009,181000
1006,80,8385,1,1,1,5,8,1977,1977,595,985,1,985,0,985,2,0,3,1,6,0,1,210,0,0,11,2008,149900
1007,20,12155,1,0,1,6,3,1970,1970,1237,1657,1,1657,0,1657,2,0,3,1,7,1,2,0,0,0,3,2007,163500
1008,160,2217,0,0,2,4,4,1970,1970,273,546,1,546,546,1092,1,1,3,1,6,0,1,238,0,0,8,2009,88000
1009,20,12118,1,1,1,7,5,2004,2005,0,1710,1,1710,0,1710,2,0,3,1,7,1,2,100,48,0,4,2009,240000
1010,50,6000,1,0,1.5,5,5,1926,1950,0,1008,1,1008,0,1522,2,0,4,1,7,0,0,0,0,0,6,2006,102000
1011,50,21286,1,0,1.5,5,5,1948,1950,0,720,1,720,551,1271,2,0,4,1,7,1,1,0,0,0,8,2008,135000
1012,90,9825,0,0,1,5,5,1965,1965,0,0,0,1664,0,1664,2,0,4,2,8,0,0,0,0,0,5,2010,100000
1013,70,10592,1,1,2,6,7,1923,1996,0,602,1,900,602,1502,1,1,3,1,7,2,1,96,0,0,8,2007,165000
1014,30,7200,1,0,1,5,4,1910,2006,247,1022,0,1022,0,1022,1,0,2,1,4,0,1,0,30,0,6,2009,85000
1015,20,11664,1,0,1,6,5,1948,1950,336,1082,1,1082,0,1082,1,0,2,1,5,1,1,0,130,0,11,2007,119200
1016,60,8400,1,0,2,8,6,2001,2001,643,810,1,810,855,1665,2,1,3,1,6,0,2,0,45,0,11,2009,227000
1017,20,11883,1,0,1,7,5,1996,1996,690,1504,1,1504,0,1504,2,0,3,1,6,1,2,115,66,0,6,2009,203000
1018,120,5814,0,0,1,8,5,1984,1984,1036,1220,1,1360,0,1360,1,0,1,1,4,1,2,63,0,0,8,2009,187500
1019,80,10784,1,1,1,7,5,1991,1992,0,384,1,802,670,1472,2,1,3,1,7,1,2,164,0,0,5,2007,160000
1020,120,3013,0,0,1,7,5,2005,2005,16,1362,1,1506,0,1506,2,0,2,1,6,1,2,142,20,0,4,2006,213490
1021,20,7024,1,1,1,4,5,2005,2005,1024,1132,1,1132,0,1132,1,1,2,1,5,0,2,252,64,0,6,2008,176000
1022,20,7406,1,0,1,7,5,2006,2006,684,1199,1,1220,0,1220,2,0,2,1,6,0,2,105,54,0,7,2006,194000
1023,50,9439,1,0,1.5,5,5,1930,1950,324,912,1,912,336,1248,1,0,2,1,6,0,1,0,0,0,3,2007,87000
1024,120,3182,0,0,1,7,5,2005,2006,16,1346,1,1504,0,1504,2,0,2,1,7,1,2,156,20,0,5,2008,191000
1025,20,15498,1,1,1,8,6,1976,1976,1165,1565,1,2898,0,2898,2,0,2,1,10,1,2,0,72,0,5,2008,287000
1026,20,7700,1,0,1,5,5,1972,1972,138,882,1,882,0,882,1,0,3,1,5,0,2,96,0,0,3,2007,112500
1027,20,9300,1,0,1,5,5,1960,1960,697,1268,1,1264,0,1264,1,0,3,1,6,2,2,0,0,0,4,2010,167500
1028,20,9520,1,0,1,8,5,2007,2008,1513,1638,1,1646,0,1646,2,0,3,1,7,1,3,192,44,0,4,2008,293077
1029,50,9492,1,0,1.5,5,5,1941,1950,368,768,1,968,408,1376,1,0,3,1,6,1,1,0,0,0,4,2007,105000
1030,160,1680,0,0,2,6,7,1972,1972,317,672,1,672,546,1218,1,1,3,1,7,0,1,0,28,0,5,2006,118000
1031,190,7082,0,1,2,5,8,1916,1995,0,686,1,948,980,1928,2,0,5,2,10,0,0,0,0,0,7,2006,160000
1032,75,15863,1,0,2,7,3,1920,1970,523,824,1,1687,998,3082,2,1,5,1,12,2,2,136,63,0,8,2009,197000
1033,60,14541,1,0,2,8,7,1993,1993,1012,1338,1,1352,1168,2520,2,1,5,1,10,1,3,209,55,0,11,2006,310000
1034,20,8125,1,0,1,7,5,2002,2002,986,1654,1,1654,0,1654,2,0,3,1,6,0,3,0,136,0,2,2006,230000
1035,30,6305,1,0,1,5,7,1938,1950,0,920,1,954,0,954,1,0,2,1,5,1,1,0,0,0,6,2007,119750
1036,20,11500,1,0,1,4,3,1957,1957,0,0,0,845,0,845,1,0,3,1,5,0,1,186,0,0,1,2009,84000
1037,20,12898,1,0,1,9,5,2007,2008,1022,1620,1,1620,0,1620,2,0,2,1,6,1,3,228,0,0,9,2009,315500
1038,60,9240,1,0,2,8,5,2001,2002,0,1055,1,1055,1208,2263,2,1,3,1,7,1,2,0,45,0,9,2008,287000
1039,160,1533,0,0,2,4,6,1970,2008,0,546,1,798,546,1344,1,1,3,1,6,1,0,0,0,0,5,2009,97000
1040,180,1477,0,1,1,4,4,1970,1970,509,630,1,630,0,630,1,0,1,1,3,0,1,0,0,0,4,2009,80000
1041,20,13125,1,1,1,5,4,1957,2000,168,1134,1,1803,0,1803,2,0,3,1,8,1,2,0,0,0,1,2006,155000
1042,60,9130,1,0,2,6,8,1966,2000,400,800,1,800,832,1632,1,1,4,1,7,0,2,0,40,0,7,2008,173000
1043,120,5381,0,0,1,6,5,2005,2005,900,1306,1,1306,0,1306,2,0,1,1,5,1,2,170,63,0,8,2009,196000
1044,60,11839,1,1,2,7,5,1990,1990,1085,1475,1,1532,797,2329,2,1,4,1,10,1,2,192,121,0,5,2008,262280
1045,20,9600,1,0,1,8,5,1981,1981,1104,2524,1,2524,0,2524,2,1,4,1,9,1,2,474,120,0,7,2009,278000
1046,20,13680,1,0,1,3,5,1955,1955,0,0,1,1733,0,1733,2,0,4,1,8,1,2,0,0,0,6,2009,139600
1047,60,16056,1,0,2,9,5,2005,2006,240,1992,1,1992,876,2868,3,1,4,1,11,1,3,214,108,0,7,2006,556581
1048,20,9245,1,0,1,5,5,1994,1995,686,990,1,990,0,990,1,0,3,1,5,0,2,0,0,0,2,2008,145000
1049,20,21750,1,0,1,5,4,1960,2006,0,0,1,1771,0,1771,1,0,3,1,9,1,2,0,0,0,11,2009,115000
1050,20,11100,1,0,1,4,7,1946,2006,0,0,1,930,0,930,1,0,2,1,6,0,1,0,0,0,4,2010,84900
